name,type,nillable,substitutionGroup,annotation_documentation
TaskAssignedEntity,nc:EntityType,true,,An entity assigned to complete a task.
TaskCompletedIndicator,niem-xs:boolean,true,,True if a task has been completed; false otherwise.
TaskCompletedPercent,nc:PercentType,true,,A percent representing the amount of the task that has been completed.
TaskDescriptionText,niem-xs:string,true,,A description of the task in detail.
TaskDueDate,nc:DateType,true,,A date on which a task is due to be completed.
TaskEndDate,nc:DateType,true,,A date for the actual end of a task.
TaskID,niem-xs:string,true,,An identifier for a task.
TaskLocation,nc:LocationType,true,,A location at which a task will occur.
TaskName,niem-xs:string,true,,A name of a task.
TaskOutcomeDescriptionText,nc:TextType,true,,A description of an outcome of a task.
TaskStartDate,nc:DateType,true,,A date for the start of a task.
TaskStatus,nc:StatusType,true,,A status of the task.
TaskSuccessCriteriaText,nc:TextType,true,,A description of what needs to be done to successfully complete a task.
TelecommunicationDevice,nc:DeviceType,true,,A device used for communication over a distance.
TelecommunicationDeviceSIMCardAssociation,nc:TelecommunicationDeviceSIMCardAssociationType,true,,An association between a telecommunication device and a SIM card.
TelephoneAreaCodeID,niem-xs:string,true,,"A dialing code for a state or province for phone numbers in the USA, Canada, Mexico, and the Caribbean."
TelephoneCountryCodeID,niem-xs:string,true,,An international dialing code for a country.
TelephoneExchangeID,niem-xs:string,true,,A portion of a telephone number that usually represents a central telephone switch.
TelephoneLineID,niem-xs:string,true,,A portion of a telephone number that identifies the individual circuit within an exchange.
TelephoneNumber,nc:TelephoneNumberType,true,,A telephone number for a telecommunication device.
TelephoneNumberCategoryText,nc:TextType,true,nc:TelephoneNumberCategoryAbstract,A kind of telephone number.
TelephoneNumberDescriptionText,nc:TextType,true,,A description of a telephone number.
TelephoneNumberFullID,niem-xs:string,true,,A complete telephone number.
TelephoneNumberID,niem-xs:string,true,,A telephone number.
TelephoneSuffixID,niem-xs:string,true,,An additional sequence of numbers to be entered after a call connects to be directed to the appropriate place.
TemperatureMeasure,nc:TemperatureMeasureType,true,,A measure of a temperature.
TimeMeasure,nc:TimeMeasureType,true,,A measure of an amount of time.
TowingCompany,nc:OrganizationType,true,,A company that tows a vehicle.
TransportationAssociation,nc:TransportationAssociationType,true,,An association between a conveyance and the people and/or goods it transported.
Treatment,nc:TreatmentType,true,,A treatment of a person for a mental or physical condition.
TreatmentProvider,nc:EntityType,true,,An entity that provides a treatment.
TreatmentText,nc:TextType,true,,A treatment that was provided or could be provisioned.
URLID,niem-xs:anyURI,true,,An identifier representing a universal resource locator (URL).
UTMCoordinateValue,nc:UTMCoordinateType,true,,"A coordinate from the Universal Transverse Mercator (UTM) Coordinate System, which represents a location with a hemisphere, zone, an easting value, and a northing value."
UserLogonID,niem-xs:string,true,nc:SystemUserNameAbstract,An identifier for a system user in the form of a person's system access (logon) id.
UserPersonName,nc:PersonNameType,true,nc:SystemUserNameAbstract,"A person's actual name, used as an identifier for a system user."
Vehicle,nc:VehicleType,true,,"A conveyance designed to carry an operator, passengers and/or cargo, over land."
VehicleAxleQuantity,niem-xs:nonNegativeInteger,true,,"A count of common axles of rotation of one or more wheels of a vehicle, whether power driven or freely rotating."
VehicleCMVIndicator,niem-xs:boolean,true,,True if a vehicle is a commercial motor vehicle; false otherwise.
VehicleColorInteriorText,nc:TextType,true,nc:VehicleColorInteriorAbstract,A color of the interior of a vehicle.
VehicleCurrentWeightMeasure,nc:WeightMeasureType,true,,"An observed, estimated, or measured weight of the conveyance."
VehicleDoorQuantity,niem-xs:nonNegativeInteger,true,,A number of doors on a vehicle.
VehicleGarageLocationAssociation,nc:ItemLocationAssociationType,true,,An association between a vehicle and its garage location.
VehicleGrossLadenSumWeightMeasure,nc:WeightMeasureType,true,,A sum of values specified by the manufacturer(s) for a truck tractor or trailer for the units that make up a combination.
VehicleGrossLadenUnitWeightMeasure,nc:WeightMeasureType,true,,"A value specified by the manufacturer for a single unit truck, truck tractor, or trailer."
VehicleIdentification,nc:IdentificationType,true,,A unique identification for a specific vehicle.
VehicleMSRPAmount,nc:AmountType,true,,A manufacturer's suggested retail price of a vehicle; a price at which a manufacturer recommends a vehicle be sold.
VehicleMaximumLoadWeightMeasure,nc:WeightMeasureType,true,,"A maximum load weight intended for the vehicle to transport, assigned at the point of manufacture."
VehicleOdometerReadingMeasure,nc:LengthMeasureType,true,,A reading of a vehicle odometer to the nearest mile or kilometer.
VehiclePassengerSafeQuantity,niem-xs:nonNegativeInteger,true,,A total number of people a vehicle is designed to safely transport.
VehicleSeatingQuantity,niem-xs:nonNegativeInteger,true,,A total number of seats available in a vehicle.
VehicleTowerAssociation,nc:ItemEntityAssociationType,true,,An association between a vehicle and the entity that towed it.
VehicleTransmissionCategoryText,nc:TextType,true,nc:VehicleTransmissionCategoryAbstract,A kind of transmission unit in a vehicle.
VehicleUnladenWeightMeasure,nc:WeightMeasureType,true,,"A weight of a vehicle fully equipped for service, not including the weight of the payload."
VehicleUseText,nc:TextType,true,nc:ConveyanceUseAbstract,A manner or way in which a vehicle is used.
VelocityMeasure,nc:VelocityMeasureType,true,,A measure of the rate of change of position along a straight line with respect to time.
Vessel,nc:VesselType,true,,A mode of transportation capable of transport by water.
VesselHullIdentification,nc:IdentificationType,true,,An identification found on the main body or frame of a vessel.
VesselHullMaterialText,nc:TextType,true,nc:VesselHullMaterialAbstract,A substance used as the primary construction material of the main body or frame of a vessel.
VesselHullShapeText,nc:TextType,true,nc:VesselHullShapeAbstract,A shape of the main body or frame of a vessel.
VesselPropulsionText,nc:TextType,true,nc:VesselPropulsionAbstract,A mode by which a vessel is designed to move through the water.
VesselTrailer,nc:VehicleType,true,,A device pulled by a vehicle for the purpose of transporting a vessel over land.
VolumeMeasure,nc:VolumeMeasureType,true,,A measure of an amount of space.
Weapon,nc:WeaponType,true,,A property item used as in instrument of attack or defense.
WeaponInvolvedInActivity,nc:ActivityType,true,,An activity in which a weapon was involved.
WeaponUsageText,nc:TextType,true,nc:WeaponUsageAbstract,A way or manner in which a weapon was used.
WeaponUser,nc:PersonType,true,,A person who uses a weapon.
WeightMeasure,nc:WeightMeasureType,true,,A measure of a weight.
YearDate,niem-xs:gYear,true,nc:DateRepresentation,A year.
YearMonthDate,niem-xs:gYearMonth,true,nc:DateRepresentation,A year and month.
ZuluDateTime,nc:ZuluDateTimeType,true,nc:DateRepresentation,A date and time with no offset from Coordinated Universal Time (UTC).
